Ime;Višinska_razlika;Zahtevnost;Čas 
Veliko Špičje;1420;zelo zahtevno brezpotje;5 h
Veliko Špičje;1905;zahtevna označena pot;6 h 30 min
Veliko Špičje;1875;zahtevna označena pot;6 h 30 min
Velo polje;600;lahka označena pot;3 h 15 min
Velo polje;1080;lahka označena pot;4 h 45 min
Velo polje;660;lahka neoznačena steza;3 h 45 min
Velo polje;800;zahtevna označena pot;3 h 45 min
Velo polje;900;zahtevna označena pot;3 h 50 min
Velo polje;1400;zahtevna označena pot;5 h 15 min
Vernar;1000;zelo zahtevno brezpotje;4 h 15 min
Vernar;1300;zelo zahtevno brezpotje;4 h 30 min
Vernar;1665;zelo zahtevno brezpotje;6 h
Vernar;1230;zelo zahtevno brezpotje;5 h
Vernar;1215;zelo zahtevno brezpotje;4 h 45 min
Vernar;1330;zelo zahtevno brezpotje;4 h 50 min
Vernar;1825;zelo zahtevno brezpotje;6 h 15 min
Vevnica;1415;izjemno zahtevna označena pot;6 h
Viševnik;703;lahka označena pot;2 h
Viševnik;750;delno zahtevna označena pot;2 h 20 min
Viševnik;710;delno zahtevna označena pot;2 h 20 min
Viševnik;735;delno zahtevna označena pot;2 h 40 min
Viševnik;800;lahka neoznačena steza, delno zahtevna označena pot;3 h 20 min
Viševnik;900;delno zahtevna označena pot;3 h 30 min
Viševnik;785;delno zahtevna označena pot;3 h 15 min
Viševnik;725;lahka neoznačena steza;2 h 15 min
Viševnik;850;delno zahtevna označena pot;3 h 15 min
Viševnik;720;lahka neoznačena steza;2 h 15 min
Viševnik;710;lahka neoznačena steza;2 h 20 min
Viševnik;720;lahka neoznačena steza;2 h 20 min
Viševnik;885;lahka neoznačena steza;2 h 55 min
Viševnik;1000;delno zahtevna označena pot;3 h 15 min
Viševnik;885;delno zahtevna označena pot;2 h 55 min
Viševnik;1000;lahka neoznačena steza;3 h 15 min
Viševnik;1515;delno zahtevna označena pot;4 h 40 min
Viševnik;885;lahka neoznačena steza;2 h 50 min
Viševnik;1000;lahka neoznačena steza;3 h 10 min
Viševnik;1515;lahka neoznačena steza;4 h 40 min
Viševnik;1515;lahka neoznačena steza;4 h 35 min
Visoka glava;715;lahko brezpotje;2 h 30 min
Visoka glava (na Matajurju);685;lahka označena pot, lahko brezpotje;2 h 35 min
Visoka peč;1035;lahka neoznačena steza;3 h 25 min
Visoka peč;1015;lahka neoznačena steza;3 h 30 min
Visoka peč;865;delno zahtevna neoznačena pot;2 h 45 min
Visoka peč;965;lahko brezpotje, lahka neoznačena steza;3 h
Visoka Ponca;1250;zelo zahtevna označena pot;4 h
Visoka Ponca;1345;zelo zahtevna označena pot;4 h
Visoka Ponca;1350;zelo zahtevna označena pot;4 h
Visoka Vrbanova špica;1580;zelo zahtevna označena pot;5 h
Visoka Vrbanova špica;1458;delno zahtevna označena pot;4 h 20 min
Visoka Vrbanova špica;1550;lahka označena pot;5 h 35 min
Visoka Vrbanova špica;1393;zahtevna označena pot;4 h 50 min
Visoka Vrbanova špica;1160;zelo zahtevna označena pot;6 h 10 min
Visoka Vrbanova špica;1467;lahko brezpotje;4 h 20 min
Visoki Kanin;750;zelo zahtevna označena pot;2 h 30 min
Visoki Kanin;1430;zelo zahtevna označena pot;4 h 45 min
Visoki Kanin;1615;zelo zahtevna označena pot;6 h
Visoki Kanin;1500;zelo zahtevna označena pot;6 h 15 min
Visoki Kanin;1850;zelo zahtevna označena pot;6 h 50 min
Visoki Mavrinc;350;lahka neoznačena steza;1 h 15 min
Visoki Mavrinc;650;lahka neoznačena steza;2 h
Visoki Orlov rob;315;lahka označena pot;1 h 15 min
Visoki Orlov rob;1235;lahka označena pot;3 h 45 min
Visoki Rokav;1705;zelo zahtevno brezpotje;6 h 30 min
Visoki Rokav;1705;zelo zahtevno brezpotje;9 h
Vodnikov dom na Velem polju;650;lahka označena pot;3 h
Vodnikov dom na Velem polju;700;lahka označena pot;3 h 20 min
Vodnikov dom na Velem polju;1050;lahka označena pot;3 h 30 min
Vodnikov dom na Velem polju;1250;lahka označena pot;4 h 45 min
Vodnikov dom na Velem polju;800;zahtevna označena pot;3 h 30 min
Vodnikov dom na Velem polju;815;lahka neoznačena steza;3 h 45 min
Vodnikov dom na Velem polju;915;zahtevna označena pot;3 h 35 min
Vodnikov dom na Velem polju;1400;zahtevna označena pot;5 h
Vodnikov razglednik;60;lahka označena pot;15 min
Vodnikov razglednik;400;lahka označena pot;1 h 15 min
Vodnikov Vršac (Vršac nad Zadnjico);1600;lahko brezpotje;4 h 55 min
Vodnikov Vršac (Vršac nad Zadnjico);1650;zelo zahtevna označena pot, lahko brezpotje;6 h 35 min
Vodnikov Vršac (Vršac nad Zadnjico);1630;lahko brezpotje;4 h 55 min
Vodnikov Vršac (Vršac nad Zadnjico);1675;zahtevna označena pot, lahko brezpotje;5 h 40 min
Vodnikov Vršac (Vršac nad Zadnjico);1275;lahko brezpotje;5 h 40 min
Vogel;550;delno zahtevna označena pot;2 h 30 min
Vogel;772;lahka označena pot;2 h 45 min
Vogel;550;delno zahtevna označena pot;2 h 30 min
Vogel;1375;lahka označena pot;4 h 30 min
Vogel;900;lahka označena pot;3 h 30 min
Vogel;525;lahka označena pot;2 h 30 min
Vogel;615;delno zahtevna označena pot;3 h
Vogel;1020;lahka označena pot;3 h 30 min
Vogel;1050;delno zahtevna označena pot;3 h 45 min
Vogel;1020;zahtevna označena pot;3 h
Vogel;1000;delno zahtevna označena pot;3 h 45 min
Vogel;1375;lahka označena pot;4 h 15 min
Vogel;1085;zahtevna označena pot;3 h 45 min
Vogel;1240;lahka neoznačena steza, lahka označena pot;4 h 30 min
Vogel;1085;lahka označena pot;4 h 15 min
Vogel;1275;lahka neoznačena steza, delno zahtevna označena pot;5 h 20 min
Vogel;1275;lahka neoznačena steza, delno zahtevna označena pot;4 h 35 min
Vogel;1250;lahka neoznačena steza, lahka označena pot;5 h 15 min
Vogel (nad Lepeno);1350;zahtevno brezpotje;4 h
Vogel (nad Lepeno);1600;zahtevno brezpotje;5 h 30 min
Vošni vrh;940;lahka neoznačena steza;3 h
Vratni vrh;807;lahka označena pot, delno zahtevna neoznačena pot;2 h
Vrh Bače;500;lahka označena pot;1 h 30 min
Vrh Bače;345;lahka označena pot;1 h 50 min
Vrh Bače;758;lahka označena pot;2 h 15 min
Vrh Dlani;430;lahka neoznačena steza;1 h 40 min
Vrh Hribaric;1300;lahko brezpotje;5 h
Vrh Hribaric;1725;lahko brezpotje;6 h
Vrh Hribaric;1300;lahko brezpotje;5 h 15 min
Vrh Hribaric;1800;zahtevna označena pot, lahko brezpotje;6 h
Vrh Krnic;480;delno zahtevna označena pot;2 h 30 min
Vrh Krnic;530;lahka neoznačena steza;2 h 30 min
Vrh Krnic;785;lahka označena pot, lahka neoznačena steza;2 h 55 min
Vrh Krnic;1055;zahtevna označena pot, lahka neoznačena steza;3 h 40 min
Vrh Krnic;1030;lahka označena pot, lahka neoznačena steza;3 h 40 min
Vrh Krnic;1060;lahka označena pot, lahka neoznačena steza;4 h 10 min
Vrh Krnic;1030;zahtevna označena pot, lahka neoznačena steza;3 h 10 min
Vrh Krnic;1350;lahka označena pot, lahka neoznačena steza;4 h 10 min
Vrh Laške Planje;1470;zelo zahtevna označena pot;5 h
Vrh Leh;1458;lahko brezpotje;3 h 30 min
Vrh nad Peski;1185;lahka neoznačena steza;4 h
Vrh nad Peski;1476;lahka neoznačena steza;4 h 45 min
Vrh nad Peski;1790;lahka neoznačena steza;5 h 25 min
Vrh nad Peski;1400;lahka neoznačena steza;4 h 40 min
Vrh nad Peski;1800;lahka neoznačena steza;5 h 45 min
Vrh nad Peski;1750;lahka neoznačena steza;6 h 30 min
Vrh nad Škrbino;940;zelo zahtevna označena pot;3 h 45 min
Vrh nad Škrbino;915;delno zahtevna označena pot;3 h 15 min
Vrh nad Škrbino;1500;lahka neoznačena steza, zelo zahtevna označena pot;4 h 45 min
Vrh nad Škrbino;1650;zelo zahtevna označena pot;6 h
Vrh nad Škrbino;950;zelo zahtevna označena pot;4 h 50 min
Vrh nad Škrbino;1160;zahtevna označena pot;3 h 30 min
Vrh nad Škrbino;1155;zelo zahtevna označena pot;4 h
Vrh nad Škrbino;1150;delno zahtevna označena pot;4 h
Vrh nad Škrbino;750;zelo zahtevna označena pot;4 h 30 min
Vrh nad Škrbino;530;zahtevno brezpotje;3 h 50 min
Vrh nad Škrbino;1380;lahka neoznačena steza, zelo zahtevna označena pot;5 h 30 min
Vrh nad Škrbino;1375;lahka neoznačena steza, delno zahtevna označena pot;5 h
Vrh nad Vodeno Rupo;875;lahko brezpotje;3 h
Vrh Osojnic;1380;lahka označena pot;4 h 40 min
Vrh Osojnic;185;zahtevna označena pot;45 min
Vrh Osojnic;250;zahtevna označena pot;1 h 15 min
Vrh Ovčje planje;1500;lahko brezpotje;3 h 50 min
Vrh Planje;1500;lahka neoznačena steza, delno zahtevna označena pot;5 h 30 min
Vrh Planje;160;delno zahtevna označena pot;5 h 30 min
Vrh Planje;1514;lahko brezpotje, delno zahtevna označena pot;5 h 30 min
Vrh Planje (nad Globokim);713;lahka neoznačena steza;2 h 45 min
Vrh Planje (nad Globokim);960;lahka označena pot, lahka neoznačena steza;3 h 30 min
Vrh Planje (nad Globokim);960;zahtevna označena pot, lahka neoznačena steza;3 h
Vrh Planje (nad Globokim);1190;lahka neoznačena steza;4 h 30 min
Vrh Planje (nad Globokim);1300;lahka neoznačena steza;4 h
Vrh Planje (nad Globokim);500;lahka označena pot, lahka neoznačena steza;2 h 40 min
Vrh Razora;543;lahko brezpotje;2 h
Vrh Razora;715;lahko brezpotje;3 h
Vrh Razora;650;lahko brezpotje;2 h 15 min
Vrh Škrli;1350;lahka neoznačena steza;4 h 35 min
Vrh Škrli;1469;lahko brezpotje;4 h 35 min
Vrh Snežne konte;1398;lahko brezpotje;4 h 45 min
Vrh Snežne konte;1200;zahtevna označena pot, lahko brezpotje;4 h 45 min
Vrh Snežne konte;1350;zahtevna označena pot, lahko brezpotje;5 h 15 min
Vršac (nad Zadnjo Trento);1240;zahtevno brezpotje, zelo zahtevna označena pot;4 h 30 min
Vršac (nad Zadnjo Trento);1260;zahtevno brezpotje, zelo zahtevna označena pot;4 h 45 min
Vršaki (Južni vrh);1500;lahko brezpotje;5 h 50 min
Vršaki (Južni vrh);1500;lahko brezpotje;6 h 5 min
Vršaki (Srednji vrh);1400;lahko brezpotje;5 h 35 min
Vršaki (Srednji vrh);1400;lahko brezpotje;5 h 20 min
Vršaki (Vrh za Koritami);1450;lahko brezpotje;5 h 55 min
Vršaki (Vrh za Koritami);1450;lahko brezpotje;5 h 40 min
Vršaki (Vzhodni vrh);1350;lahko brezpotje;5 h
Vršaki (Vzhodni vrh);1815;zahtevna označena pot, lahko brezpotje;6 h
Vršaki (Vzhodni vrh);1350;lahko brezpotje;5 h 15 min
Vršaki (Vzhodni vrh);1775;lahko brezpotje;6 h 15 min
Vrše;190;lahka neoznačena steza;45 min
Vrše;190;lahka neoznačena steza;50 min
Vršič vrh;126;lahka označena pot;30 min
Vršič vrh;511;lahka neoznačena steza;1 h 30 min
Vršič vrh;851;lahka označena pot;2 h 40 min
Vršič vrh;357;lahka označena pot;1 h
Vrtaška planina;787;lahka označena pot;2 h
Vrtaška planina;555;zahtevna neoznačena steza;1 h 45 min
Vrtaški vrh;1255;lahka označena pot;3 h 40 min
Vrtaški vrh;1223;lahka neoznačena steza;3 h 30 min
Vrtaški vrh;1055;delno zahtevna neoznačena pot, lahka označena pot;3 h 50 min
Vrtaški vrh;1020;zahtevna neoznačena steza, lahka označena pot;3 h 25 min
Vrtec;750;lahko brezpotje;3 h
Žabiški Kuk;735;lahka neoznačena steza;3 h
Žabiški Kuk;705;delno zahtevna označena pot;2 h 20 min
Žabiški Kuk;970;zahtevna označena pot, lahka neoznačena steza;3 h 15 min
Žabiški Kuk;970;lahka neoznačena steza;3 h 45 min
Žabiški Kuk;1170;lahka neoznačena steza, delno zahtevna označena pot;4 h 50 min
Žabiški Kuk;1160;lahka neoznačena steza, delno zahtevna označena pot;4 h 5 min
Zadnja Mojstrovka;800;zahtevno brezpotje;3 h 15 min
Zadnja Mojstrovka;770;delno zahtevna označena pot, zahtevno brezpotje;3 h 5 min
Zadnja Ponca;1250;zelo zahtevna označena pot;4 h
Zadnja Ponca;1350;zelo zahtevna označena pot;4 h 30 min
Zadnji Vogel;1180;lahko brezpotje;4 h 15 min
Zadnjiški Ozebnik;1450;lahka neoznačena steza;4 h 15 min
Zadnjiški Ozebnik;1464;lahka neoznačena steza;4 h 15 min
Zagorelec;1230;lahko brezpotje, zahtevna označena pot;4 h 10 min
Zagorelec;1540;lahko brezpotje, zelo zahtevna označena pot;6 h 30 min
Zapotoški slapovi;200;delno zahtevna neoznačena pot;1 h 20 min
Zasavska koča na Prehodavcih;1421;lahka označena pot;4 h 15 min
Zasavska koča na Prehodavcih;1451;lahka označena pot;4 h 15 min
Zasavska koča na Prehodavcih;1250;lahka označena pot;5 h
Zasavska koča na Prehodavcih;1500;zahtevna označena pot;5 h
Zasavska koča na Prehodavcih;1150;lahka označena pot;5 h 15 min
Zasavska koča na Prehodavcih;1250;delno zahtevna označena pot;5 h 15 min
Zasavska koča na Prehodavcih;1600;zelo zahtevna označena pot;6 h 30 min
Zavetišče pod Špičkom;800;lahka označena pot;4 h
Zavetišče pod Špičkom;1164;lahka označena pot;3 h 30 min
Zavetišče pod Špičkom;1600;zelo zahtevna označena pot;5 h 45 min
Zavetišče pod Špičkom;1500;zelo zahtevna označena pot;5 h
Zavitar;300;lahka neoznačena steza;1 h
Zavitar;700;lahko brezpotje;2 h
Zelenci;50;lahka označena pot;1 h
Zelenci;0;lahka označena pot;10 min
Zelenci;5;lahka označena pot;20 min
Zeleni vrh;1000;delno zahtevna označena pot;4 h 5 min
Zeleni vrh;1650;delno zahtevna označena pot;6 h 20 min
Zeleni vrh;1525;lahka neoznačena steza, delno zahtevna označena pot;5 h 5 min
Zeleni vrh;925;delno zahtevna označena pot;5 h 10 min
Zeleni vrh;1245;zahtevna označena pot;4 h 20 min
Zeleni vrh;1480;lahka neoznačena steza, delno zahtevna označena pot;5 h 50 min
Zeleni vrh;1230;delno zahtevna označena pot;4 h 10 min
Zeleno jezero;1200;lahka označena pot;4 h 40 min
Zeleno jezero;1385;zahtevna označena pot;4 h 30 min
Zeleno jezero;1050;delno zahtevna označena pot;4 h 45 min
Zeleno jezero;1010;lahka označena pot;4 h 45 min
Žerjavec (Kavče);145;lahka neoznačena steza;25 min
Žerjavec (Kavče);145;lahka neoznačena steza;30 min
Zgornje Kriško jezero;1555;lahka neoznačena steza;4 h 45 min
Zgornje Kriško jezero;1350;lahka neoznačena steza;5 h 15 min
Zgornji Goreljek (Pokljuka);325;lahka neoznačena steza;1 h 30 min
Zgornji Goreljek (Pokljuka);1030;lahka označena pot;5 h 45 min
Zgornji Goreljek (Pokljuka);625;lahka neoznačena steza;4 h 10 min
Zgornji Goreljek (Pokljuka);1045;lahka označena pot;5 h 30 min
Zgornji Goreljek (Pokljuka);425;lahka neoznačena steza;3 h 35 min
Zgornji Martuljkov slap;500;zahtevna označena pot;1 h 45 min
Zgornji Martuljkov slap;480;zahtevna označena pot;1 h 40 min
Žičnica čez Tolminko;75;lahka označena pot;25 min
Ambrož pod Krvavcem;420;lahka označena pot;1 h 20 min
Ambrož pod Krvavcem;490;lahka neoznačena steza;1 h 30 min
Ambrož pod Krvavcem;430;lahka označena pot;1 h 30 min
Ambrož pod Krvavcem;465;lahka neoznačena steza;1 h 35 min
Ambrož pod Krvavcem;455;lahka neoznačena steza;1 h 30 min
Ambrož pod Krvavcem;790;lahka označena pot;3 h 35 min
Ambrož pod Krvavcem;755;lahka označena pot;3 h 20 min
Apnišče;178;lahka označena pot;35 min
Apnišče;275;lahka neoznačena steza;55 min
Apnišče;275;lahka neoznačena steza;55 min
Apnišče;316;lahka neoznačena steza;1 h
Apnišče;330;lahka neoznačena steza;1 h 15 min
Apnišče;310;lahka označena pot;1 h 10 min
Baba;589;lahka neoznačena steza;1 h 35 min
Baba;665;lahka neoznačena steza;2 h 10 min
Bašeljski vrh;750;lahka označena pot;2 h 5 min
Bašeljski vrh;1144;lahka označena pot;3 h 15 min
Bašeljski vrh;929;lahka označena pot;2 h 45 min
Bašeljski vrh;1144;lahko brezpotje;3 h
Bašeljski vrh;1154;lahka označena pot;3 h 15 min
Bašeljski vrh;1144;lahka neoznačena steza;3 h 15 min
Bašeljski vrh;1154;lahka označena pot;3 h 25 min
Bašeljski vrh;1100;delno zahtevna označena pot;4 h
Bašeljski vrh;1160;lahka označena pot;3 h 30 min
Bašeljski vrh;1170;lahka neoznačena steza, delno zahtevna označena pot;4 h 15 min
Bašeljski vrh;1030;delno zahtevna označena pot;3 h 45 min
Bašeljski vrh;1300;lahka označena pot;5 h
Bašeljski vrh;750;delno zahtevna označena pot;2 h 50 min
Bašeljski vrh;1180;delno zahtevna označena pot;4 h 20 min
Bašeljski vrh;977;lahka označena pot;3 h 5 min
Bašeljski vrh;1320;lahka neoznačena steza, lahka označena pot;5 h 10 min
Bazilika Marije Pomagaj na Brezjah;90;lahka označena pot;2 h 15 min
Bazilika Marije Pomagaj na Brezjah;225;lahka označena pot;3 h 30 min
Bezovec;779;lahka označena pot;2 h 15 min
Bezovec (Dobrovlje);575;lahka označena pot;1 h 30 min
Bezovec (Dobrovlje);530;lahka označena pot;1 h 30 min
Bezovec (Dobrovlje);575;lahka označena pot;1 h 30 min
Bezovec (Dobrovlje);530;lahka označena pot;1 h 30 min
Bistriška planina;550;lahka označena pot;1 h 45 min
Bistriška planina;450;lahka označena pot;1 h 30 min
Bistriška planina;375;lahka označena pot;1 h 15 min
Bistriška planina;419;lahka neoznačena steza;1 h 15 min
Bistriška planina;510;lahka neoznačena steza;1 h 40 min
Bistriška planina;510;lahka neoznačena steza;1 h 35 min
Bivak na Kalu;285;lahka označena pot;35 min
Bivak na Kalu;865;lahka označena pot;2 h 35 min
Bivak na Kalu;860;lahka označena pot;3 h 30 min
Bivak na Kalu;720;lahka neoznačena steza, lahka označena pot;2 h 30 min
Bivak na Kalu;550;lahka neoznačena steza, lahka označena pot;2 h 30 min
Bivak na Kalu;585;lahka neoznačena steza;2 h 30 min
Bivak na Kalu;450;lahka neoznačena steza;2 h 45 min
Bivak pod Grintovcem;1300;zahtevna označena pot;3 h 30 min
Bivak pod Grintovcem;1200;zelo zahtevna neoznačena steza;3 h 15 min
Bivak pod Grintovcem;1350;zahtevna označena pot;3 h 45 min
Bivak pod Mrzlim vrhom;954;delno zahtevna označena pot;3 h
Bivak pod Mrzlim vrhom;1050;zahtevna označena pot;3 h 20 min
Bivak pod Mrzlim vrhom;1050;delno zahtevna označena pot;3 h 35 min
Bivak pod Mrzlim vrhom;1050;zelo zahtevna označena pot;3 h 20 min
Bivak pod Skuto;1170;zahtevna neoznačena steza;3 h
Bivak v Kočni;1051;zelo zahtevna označena pot;3 h 30 min
Boskovec;500;lahka označena pot;1 h 30 min
Boskovec;1100;lahka označena pot;3 h 20 min
Boskovec;500;lahka označena pot;1 h 30 min
Boskovec;1100;lahka označena pot;3 h
Boskovec;1100;delno zahtevna označena pot;3 h 15 min
Brana;1353;zahtevna označena pot;3 h 45 min
Brana;1223;zahtevna označena pot;3 h 45 min
Brana;1652;zahtevna označena pot;5 h
Brana;1600;zelo zahtevna označena pot;5 h 45 min
Breška planina;600;lahka označena pot;1 h 55 min
Breška planina;500;lahka označena pot;1 h 40 min
Breška planina;425;lahka označena pot;1 h 25 min
Brezovec;132;lahka označena pot;25 min
Brunški vrh;81;lahka označena pot;1 h
Cerkev sv. Petra nad Črno pri Kamniku;415;lahka označena pot;1 h 13 min
Češka koča na Spodnjih Ravneh;545;delno zahtevna označena pot;1 h 30 min
Češka koča na Spodnjih Ravneh;562;delno zahtevna označena pot;1 h 30 min
Češka koča na Spodnjih Ravneh;542;izjemno zahtevna označena pot;2 h
Češka koča na Spodnjih Ravneh;650;delno zahtevna označena pot;2 h
Češka koča na Spodnjih Ravneh;560;zahtevna označena pot;1 h 35 min
Čisovec;420;delno zahtevna neoznačena pot;2 h
Čisovec;740;delno zahtevna označena pot, lahka neoznačena steza;2 h
Čisovec;649;lahka neoznačena steza;2 h
Cjanovca;1275;lahka označena pot;3 h 35 min
Cjanovca;1290;lahka označena pot;3 h 45 min
